V1,V2,V3,V4,V5,V6
0.28,0.2,0.21333333333333335,0.12,0.14666666666666667,0.04
0.14666666666666667,0.21333333333333335,0.22666666666666666,0.17333333333333334,0.16,0.08
0.18888888888888888,0.17777777777777778,0.15555555555555556,0.12222222222222222,0.12222222222222222,0.23333333333333334
0.13333333333333333,0.10666666666666667,0.22666666666666666,0.24,0.17333333333333334,0.12
0.14666666666666667,0.16,0.09333333333333334,0.13333333333333333,0.2,0.26666666666666666
0.05555555555555555,0.08888888888888889,0.2111111111111111,0.15555555555555556,0.14444444444444443,0.34444444444444444
