V1,V2,V3,V4,V5,V6
0.47435897435897434,0.28205128205128205,0.08974358974358974,0.07692307692307693,0.0641025641025641,0.01282051282051282
0.13414634146341464,0.3048780487804878,0.1951219512195122,0.1951219512195122,0.0975609756097561,0.07317073170731707
0.15294117647058825,0.16470588235294117,0.24705882352941178,0.18823529411764706,0.1411764705882353,0.10588235294117647
0.1,0.1,0.2375,0.15,0.15,0.2625
0.075,0.075,0.1875,0.1625,0.2875,0.2125
0,0.04597701149425287,0.10344827586206896,0.20689655172413793,0.25287356321839083,0.39080459770114945
